"datetime","lon","lat","place_name","event_type","headline"
"2024-04-01 00:00:00","36.231202","49.992167","Kharkiv","","Восстановление Харькова. Мэр: Нужно более $10 млрд – привлекаем международных партнеров"
"2024-04-01 00:00:00","37.86404","48.60922","Kalynivka","ied|loc","На Бахмутському напрямку російські війська обстріляли Калинівку, Часів Яр, Ступочки Донецької області. Російська авіація завдала авіаударів по Часів Яру Роздолівки Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
"2024-04-01 00:00:00","37.86404","48.60922","Kalynivka","ied|loc","На Бахмутському напрямку російські війська обстріляли Калинівку, Часів Яр, Ступочки Донецької області. Російська авіація завдала авіаударів по Часів Яру Роздолівки Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
"2024-04-01 00:00:00","36.81965","47.74755","Urozhaine","ied|loc","На Новопавлівському напрямку російські війська обстрілювали Гостре, Максимілянівку, Костянтинівку, Урожайне Донецької області. Російська авіація завдала авіаударів по Побєді та Урожайному Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
"2024-04-01 00:00:00","36.81965","47.74755","Urozhaine","ied|loc","На Новопавлівському напрямку російські війська обстрілювали Гостре, Максимілянівку, Костянтинівку, Урожайне Донецької області. Російська авіація завдала авіаударів по Побєді та Урожайному Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
"2024-04-01 00:00:00","36.231202","49.992167","Kharkiv","artillery|loc","Терехов: Худший сценарий для Харькова – постоянные обстрелы. Нужна современная ПВО"
"2024-04-01 00:00:00","36.33911","50.31505","","airstrike|artillery|loc","Російська авіація запускає керовані бомби в бік Харкова"
"2024-04-01 00:00:00","37.75854","48.86081","Mykolaivka","artillery|loc","Вибухи пролунали в Миколаївці"
"2024-04-01 00:00:00","32.62579","46.63532","Kherson","artillery|control|loc","У Херсоні пролунали вибухи"
"2024-04-01 00:00:00","36.3723","49.71347","Butivka","artillery|loc","У Зміївському районі Харківської області внаслідок російського обстрілу постраждали 5 осіб"
"2024-04-01 00:00:00","34.40043","47.56659","Nikopol","artillery|loc","Російська армія з безпілотників і артилерії обстріляла район Нікополя"
"2024-04-01 00:00:00","33.4247","46.84073","Beryslav","artillery|loc","У Бериславському районі Херсонської області внаслідок російського ракетного удару двома ракетами С-300 поранено 2 мирних жителів."
"2024-04-01 00:00:00","33.4247","46.84073","Beryslav","artillery|loc","У Бериславському районі Херсонської області внаслідок російського ракетного удару двома ракетами С-300 поранено 2 мирних жителів."
"2024-04-01 00:00:00","36.23497","50.04437","Shatylivka","artillery|loc","У Харкові прогриміли вибухи"
"2024-04-01 00:00:00","37.70242","48.51929","Kostiantynivka","artillery|aad|loc","У Костянтинівці пролунали вибухи"
"2024-04-01 00:00:00","30.51281","50.60002","Vyshhorod","artillery|loc","У Київській області пролунали вибухи"
"2024-04-01 00:00:00","26.92966","49.507388","Kalinovka","loc","Под Хмельницким обезвредили полтонны взрывчатки из ракеты ""Искандер М"" – видео, фото"
"2024-04-01 00:00:00","34.0994127132379","44.9536335","Simferopol","","Россия начала 19-й за девять лет ""призыв"" в Крыму, стало больше преследований за уклонение"
"2024-04-01 00:00:00","33.156188","47.683323","Demianivka","airstrike|aad|loc","Россия запустила авиаракету в сторону Кривого Рога, силы ПВО ее уничтожили"
"2024-04-01 00:00:00","33.442544","47.919883","Kryvyy Rih","airstrike|aad|loc","Россия запустила авиаракету в сторону Кривого Рога, силы ПВО ее уничтожили"
"2024-04-01 00:00:00","38.001988","48.589471","Bakhmut","arresb|loc","""Месть"" установила украинский флаг вблизи Бахмута: пограничники поделились кадрами"
"2024-04-01 00:00:00","30.2033074001998","45.25480665","","","РФ бьет по Змеиному авиацией. Гуменюк: Пытаются показывать превосходство хотя бы в воздухе"
"2024-04-01 00:00:00","37.86404","48.60922","Kalynivka","ied|loc","На Бахмутському напрямку російські війська обстріляли Калинівку, Часів Яр, Ступочки Донецької області. Російська авіація завдала авіаударів по Часів Яру Роздолівки Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
"2024-04-01 00:00:00","26.251638","50.61992","Yaseninichi","loc","Военкома из Ровенской области, который целовался с коллегами, переведут в боевую часть"
"2024-04-01 00:00:00","30.52355","50.450441","Kyiv","","Макрон говорил об угрозе наступления на Киев. Буданов: Не видим такого, это предположения"
"2024-04-01 00:00:00","30.731689","46.484213","Odessa","arresb","Нацпол: Одессит со знакомыми удерживал и заставлял бездомных попрошайничать – фото"
"2024-04-01 00:00:00","30.52355","50.450441","Kyiv","uav|loc","Пять ""Цирконов"", сотня Х-101, ""Калибр"" и прочее: чем Россия атаковала Киев с начала года"
"2024-04-01 00:00:00","35.138851","47.838312","Zaporizhzhya","arresb|milcas|loc","ССО уничтожили РЭБ ""Житель"" на Запорожском направлении: военные поделились кадрами"
"2024-04-01 00:00:00","36.231202","49.992167","Kharkiv","uav|loc","дополнено Россия ударила по гражданской инфраструктуре Харькова, пострадавших нет"
"2024-04-01 00:00:00","37.737003","48.150246","Avdiyivka","arresb|loc","У омбудсмена заявили, что больше всего украинских военных Россия казнила под Авдеевкой"
"2024-04-01 00:00:00","34.0994127132379","44.9536335","Simferopol","","Ж/д путь Ростов – Крым. ВМС: Альтернатива Крымскому мосту и большим десантным кораблям"
"2024-04-01 00:00:00","33.481729","46.55783","Chorna Dolyna","loc","Обладминистрация показала один из самых опасных поселков Херсонской области – видео"
"2024-04-01 00:00:00","36.84351","50.29726","Ohirtseve","artillery|civcas|loc","На Сіверщині та Слобожанщині російські війська обстрілювали Буду-Вороб'ївську, Єліне Чернігівської області, Середину Буду, Лукашівку, Старикове Сумської області, Козачу Лопань, Лук'янці, Тернову Харківської області. Російська авіація завдала авіаударів по Олександрівці Сумської області, Огірцевому Харківської області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
