"datetime","lon","lat","place_name","event_type","headline"
"2024-07-01 00:00:00","37.69735","48.86165","Semenivka","ied|loc","Вибух стався в районі Слов'янська"
"2024-07-01 00:00:00","36.78635","47.74693","Staromaiorske","loc","На Времівському напрямку сьогодні бойові зіткнення біля Водяного, Урожайного, Старомайорського, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","35.79226","47.50756","Novodanylivka","loc","На Оріхівському напрямку сьогодні бойові дії поблизу Новоданилівки, Малої Токмачки, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","33.11674","46.73821","Krynky","loc","На Херсонщині сьогодні бойові дії під Кринками, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","32.61566","46.64672","Kherson","ied|loc","У Херсоні пролунали вибухи"
"2024-07-01 00:00:00","35.43177","47.94152","Vilnyansk","artillery|civcas|loc","Внаслідок ракетного обстрілу РФ у Запорізькій області загинуло 7 осіб"
"2024-07-01 00:00:00","37.69318","48.55502","Molocharka","ied|loc","У Костянтинівці стався вибух"
"2024-07-01 00:00:00","35.10819","47.88363","Zaporizhzhya","artillery|ied|loc","У Запорізькій області стався вибух, балістична ракета була запущена з району Таханрога"
"2024-07-01 00:00:00","36.32767","50.11923","Zapary","ied|loc","Під Харковом стався вибух"
"2024-07-01 00:00:00","30.52355","50.450441","Kyiv","","Синоптики заявили об ухудшении воздуха в Киеве – КГГА опровергает"
"2024-07-01 00:00:00","35.12896","47.82167","Zaporizhzhya","ied|loc","У Запоріжжі пролунали вибухи"
"2024-07-01 00:00:00","35.15556","48.37652","Liubymivka","aad|loc","Українська ППО збила безпілотник над Дніпровським районом"
"2024-07-01 00:00:00","32.68913","46.6757","Kindiyka","artillery|loc","Російська армія обстріляла Кіндійку в Херсоні"
"2024-07-01 00:00:00","33.55774","51.89807","Myronivka","airstrike|aad|loc","У Шосткинському районі Сумської області внаслідок атаки безпілотника постраждала 1 людина"
"2024-07-01 00:00:00","34.123755","51.106236","Voronyne","airstrike|aad|loc","У Шосткинському районі Сумської області внаслідок атаки безпілотника постраждала 1 людина"
"2024-07-01 00:00:00","33.57422","44.69014","Fruktovoye","loc","В окупованому Севастополі діяла протиповітряна оборона"
"2024-07-01 00:00:00","37.87314","48.63562","Hryhorivka","loc","На Краматорському напрямку сьогодні бойові дії під Калинівкою, Часовим Яром, Григорівкою, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","34.0994127132379","44.9536335","Simferopol","artillery","В Крыму заявили о ракетной атаке, поднялся огромный черный ""гриб"" дыма – видео"
"2024-07-01 00:00:00","35.386867","47.710049","Veselianka","arresb|loc","Полиция задержала мужчину, причастного к убийству чиновника Запорожского горсовета – фото"
"2024-07-01 00:00:00","37.64414","48.73309","Bilenke","ied|loc","У Краматорському районі пролунали вибухи"
"2024-07-01 00:00:00","38.17577","48.79351","Ivano-Darivka","loc","На Сіверському напрямку сьогодні бойові дії під Спірним, Виїмкою, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.845879","48.395895","Toretsk","airstrike|loc","Російська авіація завдала авіаударів по Вовчанську, Веселому, Липцях, Куп'янську, Стельмахівці, Петропавлівці, Сіверську, Торецьку, Олександрополю, Воздвиженці, Іванівці, Михайлівці, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.50715","48.00232","Krasnohorivka","loc","На Курахівському напрямку сьогодні бойові дії біля Парасковіївки, Костянтинівки, Красногорівки, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","34.34738","47.5773","Lapinka","artillery|property|loc","Пошкодження в Нікопольському районі внаслідок атак безпілотників та артилерії"
"2024-07-01 00:00:00","36.23802","49.93068","Zhykhar","airstrike|civcas|loc","1 людина загинула, 9 поранено внаслідок авіаудару по терміналу ""Нова пошта"" в Харкові"
"2024-07-01 00:00:00","37.81803","48.97975","Lyman","loc","Близько третьої години ночі російська армія завдала удару по місту Лиман"
"2024-07-01 00:00:00","34.26069","51.7862","Sukhodil","artillery|loc","У Чернігівській та Сумській областях російська артилерія обстріляла Рясне, Есмань, Суходіл, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","34.649116","50.955371","Zakumske","artillery|loc","У Чернігівській та Сумській областях російська артилерія обстріляла Рясне, Есмань, Суходіл, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.92272","48.38996","Zaliznens'kyi Rudnyk","loc","На Торецькому напрямку сьогодні бойові дії поблизу Торецька, Північного, Південного, Нью-Йорка, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.845879","48.395895","Toretsk","loc","На Торецькому напрямку сьогодні бойові дії поблизу Торецька, Північного, Південного, Нью-Йорка, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.55131","48.15373","Umanske","loc","На Покровському напрямку сьогодні бойові дії відбулися поблизу Воздвиженки, Прогресу, Сокіла, Новоолександрівки, Новоселівки Першої, Яснобродівки, Євгенівки, Уманського, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","30.19615","48.920735","Podibna","loc","На Покровському напрямку сьогодні бойові дії відбулися поблизу Воздвиженки, Прогресу, Сокіла, Новоолександрівки, Новоселівки Першої, Яснобродівки, Євгенівки, Уманського, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","33.95565","47.30809","Mykhailivka","airstrike|loc","Російська авіація завдала авіаударів по Вовчанську, Веселому, Липцях, Куп'янську, Стельмахівці, Петропавлівці, Сіверську, Торецьку, Олександрополю, Воздвиженці, Іванівці, Михайлівці, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.614779","49.710797","Kupiansk","airstrike|loc","Російська авіація завдала авіаударів по Вовчанську, Веселому, Липцях, Куп'янську, Стельмахівці, Петропавлівці, Сіверську, Торецьку, Олександрополю, Воздвиженці, Іванівці, Михайлівці, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.909722","49.479447","Stelmakhivka","airstrike|loc","Російська авіація завдала авіаударів по Вовчанську, Веселому, Липцях, Куп'янську, Стельмахівці, Петропавлівці, Сіверську, Торецьку, Олександрополю, Воздвиженці, Іванівці, Михайлівці, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","39.348779","48.699789","Pankivka","airstrike|loc","Російська авіація завдала авіаударів по Вовчанську, Веселому, Липцях, Куп'янську, Стельмахівці, Петропавлівці, Сіверську, Торецьку, Олександрополю, Воздвиженці, Іванівці, Михайлівці, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","25.97705","48.268208","Chahor","arresb|loc","ГБР расследует смерть мужчины, напавшего с мачете на пограничника в Черновицкой области"
"2024-07-01 00:00:00","30.731689","46.484213","Odessa","loc","Військові моряки врятували в Одесі п’ятьох людей, яких віднесло в море."
"2024-07-01 00:00:00","37.93236","49.25839","Hrekivka","loc","На Лиманському напрямку сьогодні бойові дії поблизу Невського, Торського, Греківки, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.965732","49.009367","Torske","loc","На Лиманському напрямку сьогодні бойові дії поблизу Невського, Торського, Греківки, - повідомляє Генштаб ЗСУ"
"2024-07-01 00:00:00","37.70989","49.76096","Synkivka","loc","На Куп'янському напрямку сьогодні бойові дії поблизу Стельмахівки, Синьківки, - повідомляє Генштаб ЗСУ"
